movieId,imdbId,Title,rating,Genre
1804,120769,The Newton Boys (1998),6.0,Action|Crime|Drama
1805,120890,Wild Things (1998),6.5,Crime|Drama|Mystery
1807,120642,"A Cool, Dry Place (1998)",6.3,Drama
1809,119250,Fireworks (1997),7.9,Crime|Drama|Romance
1810,119942,Primary Colors,,Drama|Comedy
1812,120510,Wide Awake (1998),6.1,Comedy|Drama|Family
1821,120772,The Object of My Affection (1998),6.0,Comedy|Drama|Romance
1824,119305,Homegrown,,Drama|Action|Comedy|Thriller|Crime
1825,119905,The Players Club (1998),5.6,Comedy|Drama
1826,120598,Barney's Great Adventure (1998),2.8,Adventure|Family
1827,124295,The Big One (1997),7.1,Documentary|Comedy|Crime
1833,120749,Mercury Rising (1998),6.1,Action|Crime|Drama
1834,120176,The Spanish Prisoner (1997),7.3,Drama|Mystery|Thriller
1836,120728,The Last Days of Disco (1998),6.6,Comedy|Drama|Music
1837,120773,The Odd Couple II (1998),6.4,Adventure|Comedy
1839,120765,My Giant (1998),4.9,Comedy|Drama|Sport
1840,124718,He Got Game (1998),6.9,Drama|Sport
1845,120906,Zero Effect,,Comedy|Crime|Drama|Mystery
1848,118755,The Borrowers (1997),5.8,Adventure|Comedy|Family
1855,120725,Krippendorf's Tribe,,Comedy|Family
1858,117786,Mr. Nice Guy (1997),6.2,Action|Comedy|Crime
1859,120265,Taste of Cherry,,Drama
1860,119448,Karakter (1997),7.8,Crime|Drama|Mystery
1862,120841,Species II (1998),4.3,Action|Horror|Sci-Fi
1863,120742,Major League: Back to the Minors (1998),4.5,Comedy|Sport
1866,120609,The Big Hit (1998),6.1,Action|Comedy|Crime
1867,120856,Tarzan and the Lost City (1998),3.9,Action|Adventure|Family
1870,118925,"Dancer, Texas Pop. 81 (1998)",6.8,Comedy|Drama|Family
1875,118866,Clockwatchers (1997),6.4,Comedy|Drama
1876,120647,Deep Impact (1998),6.1,Action|Drama|Romance
1884,120669,Fear and Loathing in Las Vegas (1998),7.7,Adventure|Comedy|Drama
1885,120777,The Opposite of Sex (1998),6.5,Comedy
1887,119053,Almost Heroes (1998),5.8,Adventure|Comedy|Western
1888,119313,Hope Floats (1998),5.9,Drama|Romance
1891,120401,The Ugly (1997),6.3,Drama|Horror|Thriller
1892,120787,A Perfect Murder (1998),6.5,Crime|Drama|Thriller
1893,116692,Beyond Silence,,Drama|Music
1895,127723,Can't Hardly Wait (1998),6.5,Comedy|Romance
1900,118849,Children of Heaven (1997),8.4,Drama|Family
1902,116141,Dream for an Insomniac,,Romance|Comedy|Drama
1904,122529,Henry Fool (1997),7.3,Comedy|Drama
1906,119717,Mr. Jealousy (1997),6.5,Comedy|Romance
1907,120762,Mulan,,Animation|Family|Adventure
1909,120902,The X Files (1998),7.0,Drama|Mystery|Sci-Fi
1912,120780,Out of Sight (1998),7.0,Crime|Drama|Romance
1913,73540,Picnic at Hanging Rock,,Drama|Mystery
1916,118789,Buffalo '66 (1998),7.5,Comedy|Crime|Drama
1917,120591,Armageddon (1998),6.6,Action|Adventure|Sci-Fi
1918,122151,Lethal Weapon 4,,Action|Adventure|Comedy|Crime|Thriller
1920,122718,Small Soldiers,,Comedy|Adventure|Fantasy|Science Fiction|Action
1922,140688,Whatever,,Drama
1923,129387,There's Something About Mary (1998),7.1,Comedy|Romance
1927,20629,All Quiet on the Western Front (1930),8.1,Drama|War
1928,21746,Cimarron,,Western|Drama
1929,22958,Grand Hotel (1932),7.6,Drama|Romance
1931,26752,Mutiny on the Bounty,,Adventure|Drama|History
1932,27698,The Great Ziegfeld (1936),6.8,Biography|Drama|Musical
1933,29146,The Life of Emile Zola (1937),7.3,Biography|Drama
1937,36872,Going My Way (1944),7.2,Comedy|Drama|Music
1941,40416,Hamlet (1948),7.8,Drama
1945,47296,On the Waterfront,,Crime|Drama|Romance
1946,48356,Marty (1955),7.7,Drama|Romance
1947,55614,West Side Story (1961),7.6,Crime|Drama|Musical
1948,57590,Tom Jones (1963),6.7,Adventure|Comedy|History
1950,61811,In the Heat of the Night (1967),8.0,Crime|Drama|Mystery
1951,63385,Oliver!,,Drama|Family
1954,75148,Rocky (1976),8.1,Drama|Sport
1956,81283,Ordinary People (1980),7.8,Drama
1957,82158,Chariots of Fire,,Drama|History
1958,86425,Terms of Endearment (1983),7.4,Comedy|Drama
1959,89755,Out of Africa (1985),7.2,Biography|Drama|Romance
1962,97239,Driving Miss Daisy,,Drama
1963,65063,Take the Money and Run (1969),7.3,Comedy|Crime
1965,87995,Repo Man (1984),6.9,Comedy|Crime|Sci-Fi
1967,91369,Labyrinth,,Adventure|Family|Fantasy
1968,88847,The Breakfast Club (1985),7.9,Comedy|Drama
1970,93629,A Nightmare on Elm Street 3: Dream Warriors,,Horror|Thriller|Fantasy
1971,95742,A Nightmare on Elm Street 4: The Dream Master (1988),5.7,Horror|Thriller
1972,97981,A Nightmare on Elm Street: The Dream Child,,Horror|Thriller
1973,101917,Freddy's Dead: The Final Nightmare (1991),4.9,Comedy|Fantasy|Horror
1974,80761,Friday the 13th (1980),6.5,Horror|Mystery|Thriller
1977,87298,Friday the 13th: The Final Chapter,,Horror|Thriller
1978,89173,Friday the 13th: A New Beginning,,Horror|Thriller
1980,95179,Friday the 13th Part VII: The New Blood (1988),5.3,Horror|Thriller
1982,77651,Halloween (1978),7.9,Horror|Thriller
1983,82495,Halloween II (1981),6.5,Horror
1984,85636,Halloween III: Season of the Witch (1982),4.6,Horror|Mystery|Sci-Fi
1985,95271,Halloween 4: The Return of Michael Myers (1988),5.9,Horror|Thriller
1986,97474,Halloween 5 (1989),5.2,Horror|Thriller
1987,81383,Prom Night,,Horror|Mystery|Thriller
1990,105179,Prom Night IV: Deliver Us from Evil (1992),4.1,Horror|Thriller
1991,94862,Child's Play (1988),6.5,Horror|Thriller
1994,84516,Poltergeist,,Horror
1996,95889,Poltergeist III (1988),4.6,Horror|Thriller
1998,76009,Exorcist II: The Heretic (1977),3.7,Horror
1999,99528,The Exorcist III,,Horror
2000,93409,Lethal Weapon (1987),7.6,Action|Crime|Thriller
2001,97733,Lethal Weapon 2,,Action|Adventure|Comedy|Crime|Thriller
2003,87363,Gremlins (1984),7.2,Comedy|Fantasy|Horror
2006,120746,The Mask of Zorro (1998),6.7,Action|Adventure|Comedy
2009,70723,Soylent Green,,Science Fiction|Thriller|Crime|Mystery
2010,17136,Metropolis,,Drama|Science Fiction
2011,96874,Back to the Future Part II (1989),7.8,Adventure|Comedy|Sci-Fi
2012,99088,Back to the Future Part III (1990),7.4,Action|Adventure|Comedy
2014,76054,Freaky Friday (1976),6.3,Comedy|Family|Fantasy
2015,54594,The Absent-Minded Professor,,Comedy|Family|Science Fiction
2017,54649,Babes in Toyland,,Comedy|Fantasy|Family|Music
2018,34492,Bambi (1942),7.3,Animation|Drama|Family
2019,47478,Seven Samurai,,Action|Drama
2020,94947,Dangerous Liaisons (1988),7.7,Drama|Romance
2022,95497,The Last Temptation of Christ (1988),7.6,Drama
2024,102757,The Rapture (1991),6.4,Drama|Mystery
2025,119558,Lolita (1997),6.9,Drama|Romance
2028,120815,Saving Private Ryan (1998),8.6,Drama|War
2032,66811,The Barefoot Executive (1971),5.9,Family|Comedy
2033,88814,The Black Cauldron,,Animation|Action|Adventure|Family|Fantasy
2034,78869,The Black Hole (1979),5.9,Action|Sci-Fi
2035,62737,Blackbeard's Ghost,,Comedy|Fantasy|Family
2036,109287,Blank Check (1994),5.2,Comedy|Crime|Family
2038,77305,The Cat from Outer Space,,Comedy|Family|Science Fiction
2040,65566,The Computer Wore Tennis Shoes,,Comedy|Family|Drama
2043,52722,Darby O'Gill and the Little People (1959),7.2,Adventure|Family|Fantasy
2044,82263,The Devil and Max Devlin (1981),5.0,Comedy|Family|Fantasy
2048,91149,The Great Mouse Detective (1986),7.2,Animation|Adventure|Family
2050,80861,Herbie Goes Bananas,,Fantasy|Comedy|Family|Adventure
2051,76137,Herbie Goes to Monte Carlo (1977),5.5,Action|Adventure|Comedy
2052,107120,Hocus Pocus (1993),6.7,Comedy|Family|Fantasy
2053,104437,Honey I Blew Up the Kid (1992),4.7,Adventure|Comedy|Family
2054,97523,"Honey, I Shrunk the Kids (1989)",6.3,Adventure|Comedy|Family
2055,77698,Hot Lead & Cold Feet,,Action|Comedy|Family|Western
2056,56095,In Search of the Castaways (1962),6.7,Adventure|Family|Fantasy
2057,57180,The Incredible Journey (1963),7.1,Adventure|Drama|Family
2058,120768,The Negotiator (1998),7.3,Action|Crime|Drama
2060,131857,BASEketball (1998),6.6,Comedy|Sport
2064,98213,Roger & Me (1989),7.5,Documentary
2066,39689,Out of the Past (1947),8.1,Crime|Drama|Film-Noir
2069,90203,The Trip to Bountiful,,Drama
2072,96734,The 'Burbs (1989),6.9,Comedy|Mystery|Thriller
2073,89126,Fandango (1985),6.7,Comedy|Drama
2074,71910,The Night Porter (1974),6.8,Drama
2075,82736,Mephisto,,Drama
2076,90756,Blue Velvet,,Mystery|Thriller|Crime|Drama
2077,89385,The Journey of Natty Gann,,Adventure|Family|Drama
2082,104868,The Mighty Ducks,,Comedy|Family|Drama|Action
2083,104940,The Muppet Christmas Carol,,Music|Comedy|Family|Fantasy|Drama
2084,104990,Newsies,,Drama|Music|History|Family
2085,55254,101 Dalmatians (1961),7.2,Animation|Adventure|Comedy
2088,81353,Popeye (1980),5.2,Adventure|Comedy|Family
2089,100477,The Rescuers Down Under (1990),6.9,Animation|Adventure|Crime
2090,76618,The Rescuers,,Fantasy|Family|Animation|Adventure
2091,78158,Return from Witch Mountain,,Adventure|Fantasy|Science Fiction|Family
2093,89908,Return to Oz (1985),6.7,Adventure|Family|Fantasy
2097,86336,Something Wicked This Way Comes (1983),6.8,Fantasy|Mystery|Thriller
2100,88161,Splash (1984),6.2,Comedy|Fantasy|Romance
2102,19422,Steamboat Willie (1928),7.7,Animation|Family|Comedy
2103,111359,Tall Tale: The Unbelievable Adventure,,Adventure|Family|Western
2104,84783,Tex (1982),6.6,Drama
2105,84827,TRON (1982),6.8,Action|Adventure|Sci-Fi
2109,79367,The Jerk (1979),7.2,Comedy
2110,83798,Dead Men Don't Wear Plaid,,Comedy|Mystery|Crime
2111,85894,The Man with Two Brains (1983),6.4,Comedy|Romance|Sci-Fi
2112,101969,Grand Canyon (1991),6.9,Crime|Drama
2116,77869,The Lord of the Rings (1978),6.2,Animation|Adventure|Fantasy
2118,85407,The Dead Zone (1983),7.2,Horror|Sci-Fi|Thriller
2119,91499,Maximum Overdrive (1986),5.4,Action|Comedy|Horror
2120,107665,Needful Things (1993),6.2,Crime|Drama|Fantasy
2121,85382,Cujo,,Horror|Thriller
2122,87050,Children of the Corn (1984),5.6,Horror|Thriller
2123,96787,All Dogs Go to Heaven (1989),6.7,Animation|Comedy|Drama
2124,101272,The Addams Family (1991),6.8,Comedy|Fantasy
2126,120832,Snake Eyes,,Crime|Mystery|Thriller
2130,80388,Atlantic City,,Crime|Drama|Romance
2131,77711,Autumn Sonata,,Drama
2132,61184,Who's Afraid of Virginia Woolf?,,Drama
2133,92513,Adventures in Babysitting (1987),6.9,Action|Adventure|Comedy
2134,90305,Weird Science (1985),6.6,Comedy|Romance|Sci-Fi
2136,57372,The Nutty Professor,,Comedy|Science Fiction|Romance
2138,78480,Watership Down (1978),7.7,Animation|Adventure|Drama
2143,89469,Legend,,Adventure|Fantasy
2144,88128,Sixteen Candles (1984),7.2,Comedy|Romance
2146,90060,St. Elmo's Fire (1985),6.3,Drama|Romance
2147,90848,The Clan of the Cave Bear,,Adventure|Drama
2149,93220,House II: The Second Story,,Fantasy|Horror|Comedy
2151,97443,The Gods Must Be Crazy II (1989),6.8,Comedy
2152,140796,Air Bud: Golden Receiver (1998),4.5,Comedy|Family|Sport
2153,118661,The Avengers (1998),3.7,Action|Adventure|Sci-Fi
2154,120703,How Stella Got Her Groove Back (1998),5.5,Comedy|Drama|Romance
2155,120831,Slums of Beverly Hills (1998),6.6,Comedy|Drama
2163,80391,Attack of the Killer Tomatoes! (1978),4.6,Adventure|Comedy|Horror
2164,94077,Surf Nazis Must Die,,Action|Comedy|Horror
2165,119517,Your Friends & Neighbors (1998),6.4,Comedy|Drama|Romance
2166,124595,Return to Paradise (1998),6.9,Drama|Romance|Thriller
2169,118301,Dead Man on Campus (1998),6.1,Comedy
2170,120901,Wrongfully Accused (1998),6.0,Action|Comedy|Thriller
2172,120692,Strike!,,Drama|Comedy
2174,94721,Beetlejuice,,Fantasy|Comedy
2175,119033,Dí©jíæ Vu (1997),7.1,Drama|Romance
2176,40746,Rope (1948),8.0,Crime|Drama|Thriller
2178,68611,Frenzy,,Crime|Thriller|Horror
2179,65112,Topaz,,Drama|Thriller
2180,61107,Torn Curtain (1966),6.7,Thriller
2181,58329,Marnie,,Thriller|Mystery|Romance
2182,51207,The Wrong Man (1956),7.5,Drama|Film-Noir
2183,49470,The Man Who Knew Too Much (1956),7.5,Drama|Thriller
2184,48750,The Trouble with Harry (1955),7.2,Comedy|Mystery
2185,45897,I Confess (1953),7.3,Crime|Drama|Film-Noir
2186,44079,Strangers on a Train,,Crime|Thriller
2187,42994,Stage Fright,,Thriller
2193,96446,Willow (1988),7.3,Action|Adventure|Drama
2194,94226,The Untouchables (1987),7.9,Crime|Drama|Thriller
2195,120654,Dirty Work (1998),6.4,Comedy
2196,120724,Knock Off (1998),4.8,Action|Comedy|Thriller
2201,39694,The Paradine Case (1947),6.5,Crime|Drama|Romance
2204,35279,Saboteur (1942),7.2,Thriller|War
2205,33922,Mr. & Mrs. Smith,,Comedy|Romance
2206,34248,Suspicion,,Mystery|Romance|Thriller
2207,31505,Jamaica Inn,,Crime|Adventure|Thriller
2208,30341,The Lady Vanishes,,Mystery|Thriller
2211,28231,Secret Agent (1936),6.6,Mystery|Thriller
2212,25452,The Man Who Knew Too Much (1934),6.9,Crime|Mystery|Thriller
2227,17075,The Lodger (1927),7.3,Crime|Drama|Mystery
2231,128442,Rounders,,Drama|Crime
2236,124879,Simon Birch (1998),6.9,Comedy|Drama|Family
2239,73817,Swept Away,,Comedy|Drama|Romance
2241,85346,Class (1983),5.9,Comedy|Drama|Romance
2243,92699,Broadcast News (1987),7.2,Comedy|Drama|Romance
2244,92537,The Allnighter,,Comedy|Romance
2245,96463,Working Girl (1988),6.7,Comedy|Drama|Romance
2252,104412,Hero (1992),6.5,Comedy|Drama|Romance
2253,105629,Toys (1992),5.0,Adventure|Comedy|Drama
2255,84938,Young Doctors in Love (1982),5.2,Comedy
2256,84472,Parasite,,Horror|Science Fiction
2257,87810,No Small Affair,,Comedy|Drama|Romance
2259,86973,Blame It on Rio (1984),5.7,Comedy|Romance
2260,92225,Wisdom,,Crime|Drama|Action
2262,90583,About Last Night... (1986),6.1,Comedy|Drama|Romance
2263,96073,The Seventh Sign,,Horror|Drama|Thriller
2266,101523,The Butcher's Wife,,Fantasy|Comedy|Romance
2267,102469,Mortal Thoughts,,Mystery|Thriller
2268,104257,A Few Good Men (1992),7.6,Drama|Thriller
2271,120788,Permanent Midnight (1998),6.3,Biography|Drama|Romance
2272,120776,One True Thing,,Drama|Romance
2275,118736,Six-String Samurai,,Action|Adventure|Science Fiction|Comedy
2278,122690,Ronin (1998),7.3,Action|Adventure|Crime
2279,146336,Urban Legend,,Horror|Mystery
2280,118863,Clay Pigeons (1998),6.6,Comedy|Crime
2281,119802,Monument Ave.,,Drama|Thriller|Crime
2282,126604,Pecker (1998),6.4,Comedy|Drama
2283,100594,The Sheltering Sky (1990),6.8,Adventure|Drama
2287,47573,Them!,,Science Fiction|Horror
2289,105151,The Player (1992),7.6,Comedy|Crime|Drama
2290,81554,Stardust Memories,,Comedy|Drama|Romance
2291,99487,Edward Scissorhands,,Fantasy|Drama|Romance
2292,117276,Overnight Delivery (1998),6.2,Comedy|Romance
2294,120587,Antz (1998),6.6,Animation|Adventure|Comedy
2295,120823,The Impostors (1998),6.5,Comedy
2296,120770,A Night at the Roxbury,,Comedy|Romance
2297,120889,What Dreams May Come (1998),7.0,Drama|Fantasy|Romance
2298,124102,Strangeland,,Horror
2300,63462,The Producers,,Comedy
2301,82517,History of the World: Part I (1981),6.9,Comedy
2303,73440,Nashville (1975),7.8,Comedy|Drama|Music
2304,119577,Love Is the Devil: Study for a Portrait of Francis Bacon,,Drama
2306,120701,Holy Man (1998),4.9,Comedy|Drama
2307,122642,One Tough Cop (1998),5.2,Action|Crime
2311,86837,2010 (1984),6.8,Adventure|Mystery|Sci-Fi
2314,120603,Beloved (1998),5.9,Drama|History|Horror
2315,144120,Bride of Chucky (1998),5.4,Comedy|Horror
2316,120791,Practical Magic,,Romance|Comedy|Fantasy
2318,147612,Happiness (1998),7.8,Comedy|Drama
2321,120789,Pleasantville (1998),7.5,Comedy|Drama|Fantasy
2328,120877,Vampires (1998),6.1,Action|Horror|Thriller
2329,120586,American History X,,Drama
2330,116481,Hands on a Hard Body: The Documentary (1997),7.8,Documentary
2331,120722,Living Out Loud (1998),6.6,Comedy|Drama|Romance
2333,120684,Gods and Monsters (1998),7.5,Biography|Drama
2337,120879,Velvet Goldmine (1998),7.0,Drama|Music
2339,155753,I'll Be Home for Christmas (1998),5.4,Comedy|Family
2346,73747,The Stepford Wives (1975),6.9,Horror|Mystery|Sci-Fi
2347,87932,The Pope of Greenwich Village (1984),6.7,Action|Comedy|Crime
2348,91954,Sid and Nancy (1986),7.1,Biography|Drama|Music
2349,91538,Mona Lisa (1986),7.4,Crime|Drama|Romance
2350,99750,Heart Condition (1990),5.6,Comedy|Crime|Drama
2351,50783,Nights of Cabiria,,Drama
2352,85244,The Big Chill (1983),7.2,Comedy|Drama
2353,120660,Enemy of the State (1998),7.3,Action|Thriller
2354,134067,The Rugrats Movie (1998),5.9,Animation|Adventure|Comedy
2355,120623,A Bug's Life (1998),7.2,Animation|Adventure|Comedy
2357,140888,Central Station (1998),8.0,Drama
2359,166396,Waking Ned Devine (1998),7.4,Comedy
2360,154420,The Celebration (1998),8.1,Drama
2361,69089,Pink Flamingos,,Comedy|Crime
2362,45826,Glen or Glenda (1953),4.1,Drama
2364,87344,Godzilla 1985 (1984),6.2,Action|Horror|Sci-Fi
2365,56142,King Kong vs. Godzilla,,Action|Science Fiction|Comedy|Adventure|Fantasy
2367,74751,King Kong (1976),5.8,Adventure|Fantasy|Horror
2369,89017,Desperately Seeking Susan (1985),5.9,Comedy|Drama
2370,89087,The Emerald Forest,,Action|Adventure|Drama
2371,89155,Fletch (1985),6.9,Comedy|Crime|Mystery
2372,97366,Fletch Lives (1989),6.1,Comedy|Mystery|Crime
2374,91159,Gung Ho (1986),6.2,Comedy|Drama
2376,90264,A View to a Kill (1985),6.3,Action|Adventure|Thriller
2377,89489,Lifeforce (1985),6.1,Action|Horror|Mystery
2379,89822,Police Academy 2: Their First Assignment (1985),5.6,Comedy|Crime
2380,91777,Police Academy 3: Back in Training (1986),5.2,Comedy|Crime
2382,95882,Police Academy 5: Assignment: Miami Beach (1988),4.4,Comedy|Crime
2384,120595,Babe: Pig in the City,,Family|Adventure|Comedy|Drama
2385,119304,Home Fries,,Comedy|Drama|Romance
2387,124198,Very Bad Things,,Comedy|Crime|Thriller
2388,119248,Steam: The Turkish Bath,,Drama
2391,120324,A Simple Plan,,Crime|Drama|Thriller
2395,128445,Rushmore (1998),7.7,Comedy|Drama
2398,39628,Miracle on 34th Street (1947),7.9,Comedy|Crime|Drama
2399,89961,Santa Claus: The Movie (1985),6.1,Adventure|Family|Fantasy
2400,98115,Prancer (1989),6.3,Drama|Family|Fantasy
2401,89767,Pale Rider (1985),7.3,Western
2402,89880,Rambo: First Blood Part II (1985),6.4,Action|Adventure|Thriller
2404,95956,Rambo III (1988),5.7,Action|Adventure|Thriller
2406,88011,Romancing the Stone,,Romance|Comedy|Action|Adventure
2408,94890,Cocoon: The Return (1988),5.3,Adventure|Comedy|Mystery
2409,79817,Rocky II,,Drama
2410,84602,Rocky III (1982),6.7,Drama|Sport
2411,89927,Rocky IV (1985),6.8,Drama|Sport
2412,100507,Rocky V (1990),5.2,Drama|Sport
2413,88930,Clue (1985),7.3,Comedy|Crime|Mystery
2414,90357,Young Sherlock Holmes (1985),6.8,Adventure|Fantasy|Mystery
2415,92173,Violets Are Blue... (1986),5.7,Drama|Romance
2416,90685,Back to School (1986),6.6,Comedy|Romance|Sport
2418,91653,Nothing in Common,,Drama|Comedy|Romance
2419,91024,Extremities (1986),6.3,Drama|Thriller
2420,87538,The Karate Kid (1984),7.2,Action|Drama|Family
2421,91326,The Karate Kid Part II,,Adventure|Drama|Action|Romance|Family
2422,97647,The Karate Kid Part III (1989),5.0,Action|Drama|Family
2423,97958,National Lampoon's Christmas Vacation (1989),7.6,Comedy
2424,128853,You've Got Mail (1998),6.6,Comedy|Drama|Romance
2427,120863,The Thin Red Line,,Drama|History|War
2428,133751,The Faculty,,Horror|Science Fiction
2429,120751,Mighty Joe Young (1998),5.6,Action|Adventure|Family
2430,41650,Mighty Joe Young (1949),7.0,Adventure|Drama|Fantasy
2431,129290,Patch Adams (1998),6.7,Biography|Comedy|Drama
2432,120686,Stepmom (1998),6.7,Comedy|Drama
2436,120857,Tea with Mussolini (1999),6.9,Drama|Comedy|War
2442,150915,Hilary and Jackie (1998),7.4,Biography|Drama|Music
2443,145734,Playing by Heart (1998),7.2,Comedy|Drama|Romance
2445,132512,At First Sight (1999),5.9,Drama|Romance
2448,120458,Virus (1999),4.9,Action|Horror|Thriller
2450,91225,Howard the Duck (1986),4.6,Action|Adventure|Comedy
2451,93075,The Gate,,Horror|Fantasy
2454,51622,The Fly (1958),7.1,Drama|Fantasy|Horror
2455,91064,The Fly,,Horror|Science Fiction
2456,97368,The Fly II (1989),4.9,Horror|Sci-Fi
2457,91875,Running Scared (1986),6.5,Action|Comedy|Crime
2458,90660,Armed and Dangerous (1986),5.5,Action|Comedy|Crime
2459,72271,The Texas Chain Saw Massacre (1974),7.5,Horror
2462,110978,The Return of the Texas Chainsaw Massacre,,Horror|Comedy
2463,91877,Ruthless People (1986),6.9,Comedy|Crime
2465,90917,Deadly Friend (1986),5.5,Drama|Horror|Sci-Fi
2467,91605,The Name of the Rose,,Drama|Thriller|Mystery
2468,91306,Jumpin' Jack Flash (1986),5.8,Comedy|Romance|Thriller
2469,91738,Peggy Sue Got Married (1986),6.3,Comedy|Drama|Fantasy
2470,90555,Crocodile Dundee (1986),6.5,Adventure|Comedy
2471,92493,Crocodile Dundee II (1988),5.5,Action|Adventure|Comedy
2473,91991,Soul Man,,Comedy
2475,90567,52 Pick-Up (1986),6.4,Crime|Thriller
2477,91055,Firewalker (1986),4.9,Action|Adventure|Comedy
2478,92086,çThree Amigos! (1986),6.4,Comedy|Western
2481,151691,My Name Is Joe (1998),7.5,Drama|Romance
2482,149151,Still Crazy (1998),7.1,Comedy|Drama|Music
2483,112922,El dí_a de la bestia (1995),7.5,Action|Comedy|Crime
2485,160862,She's All That (1999),5.8,Comedy|Romance
2488,54167,Peeping Tom,,Horror|Thriller|Drama
2490,120784,Payback (1999),7.1,Action|Crime|Drama
2491,145893,Simply Irresistible,,Comedy|Romance
2492,138987,20 Dates (1998),5.3,Biography|Comedy|Romance
2493,128133,The Harmonists,,Music|Drama
2494,174852,The Last Days (1998),7.7,Documentary|War
2496,124298,Blast from the Past,,Drama|Romance|Comedy
2497,139462,Message in a Bottle,,Romance|Drama
2500,155776,Jawbreaker (1999),5.5,Comedy|Crime|Thriller
2501,132477,October Sky (1999),7.8,Biography|Drama|Family
2502,151804,Office Space (1999),7.8,Comedy
2503,156901,The Apple (1998),7.3,Drama
2504,137338,200 Cigarettes (1999),5.9,Comedy|Drama|Romance
2505,134273,8MM,,Thriller|Crime|Mystery
2506,123209,The Other Sister (1999),6.5,Comedy|Drama|Romance
2512,84390,Narayama bushikíÇ (1983),7.9,Drama
2513,98084,Pet Sematary (1989),6.6,Horror|Thriller
2515,106557,Children of the Corn II: The Final Sacrifice (1992),4.2,Horror|Thriller
2516,109415,Children of the Corn III: Urban Harvest (1995),4.0,Horror|Thriller
2517,85333,Christine (1983),6.6,Horror
2518,84412,Night Shift (1982),6.5,Comedy
2520,65377,Airport (1970),6.6,Action|Drama|Thriller
2522,75648,Airport '77 (1977),5.6,Action|Drama|Thriller
2523,76636,Rollercoaster,,Action|Thriller
2524,72308,The Towering Inferno (1974),6.9,Action|Drama|Thriller
2525,80354,Alligator (1980),5.9,Horror
2526,79550,Meteor,,Science Fiction|Thriller|Action
2527,70909,Westworld (1973),7.0,Action|Sci-Fi|Thriller
2528,74812,Logan's Run,,Action|Science Fiction
2529,63442,Planet of the Apes (1968),8.0,Adventure|Sci-Fi
2530,65462,Beneath the Planet of the Apes (1970),6.1,Action|Adventure|Sci-Fi
2531,69768,Battle for the Planet of the Apes (1973),5.5,Action|Sci-Fi
2532,68408,Conquest of the Planet of the Apes (1972),6.1,Action|Sci-Fi
2533,67065,Escape from the Planet of the Apes (1971),6.3,Action|Sci-Fi
2534,77189,Avalanche,,Action|Adventure|Drama
2535,71455,Earthquake,,Action|Drama|Thriller
2537,78856,Beyond the Poseidon Adventure (1979),4.5,Action|Adventure
2538,175550,Dancemaker (1998),7.2,Documentary
2539,122933,Analyze This (1999),6.7,Comedy|Crime
2541,139134,Cruel Intentions (1999),6.8,Drama|Romance
2542,120735,"Lock, Stock and Two Smoking Barrels (1998)",8.2,Comedy|Crime
2548,144814,The Rage: Carrie 2 (1999),4.6,Horror|Sci-Fi|Thriller
2551,94964,Dead Ringers (1988),7.3,Drama|Horror|Thriller
2552,107626,My Boyfriend's Back (1993),5.3,Comedy|Fantasy|Horror
2553,54443,Village of the Damned (1960),7.3,Horror|Sci-Fi
2554,56931,Children of the Damned,,Drama|Horror|Mystery|Science Fiction
2555,118665,Baby Geniuses (1999),2.6,Comedy|Crime|Family
2558,141098,Forces of Nature (1999),5.4,Comedy|Romance
2559,160429,The King and I,,Animation|Family|Music|Romance
2560,129332,Ravenous,,Adventure|Western|Horror|Comedy
2561,139668,True Crime,,Drama|Crime|Thriller|Mystery
2563,118892,Dangerous Beauty (1998),7.3,Biography|Drama|Romance
2566,187819,Doug's 1st Movie (1999),5.0,Family|Animation|Comedy
2567,131369,Edtv (1999),6.1,Comedy|Drama
2570,120613,A Walk on the Moon,,Drama|Romance
2571,133093,The Matrix (1999),8.7,Action|Sci-Fi
2572,147800,10 Things I Hate About You (1999),7.2,Comedy|Drama|Romance
2574,129280,The Out-of-Towners (1999),5.3,Comedy
2575,120449,The Dreamlife of Angels,,Drama
2577,119665,Metroland (1997),6.5,Comedy|Drama
2580,139239,Go,,Crime|Comedy|Thriller
2581,151738,Never Been Kissed (1999),6.0,Comedy|Drama|Romance
2582,105399,Twin Dragons (1992),6.4,Action|Comedy
2583,126250,Cookie's Fortune (1999),6.9,Comedy|Drama
2585,133363,Lovers of the Arctic Circle (1998),7.8,Drama|Mystery|Romance
2586,119219,Goodbye Lover,,Thriller|Comedy|Crime|Mystery
2589,143261,Friends & Lovers (1999),4.5,Drama|Romance|Comedy
2593,110570,The Monster (1994),7.5,Comedy|Crime|Mystery
2594,125659,Open Your Eyes,,Drama|Thriller|Science Fiction
2597,120836,Lost & Found,,Comedy|Romance
2598,120797,Pushing Tin (1999),6.0,Comedy|Drama|Romance
2599,126886,Election (1999),7.3,Comedy|Drama|Romance
2600,120907,eXistenZ (1999),6.8,Action|Horror|Sci-Fi
2607,162973,Get Real (1998),7.7,Comedy|Drama|Romance
2611,155388,The Winslow Boy (1999),7.4,Drama|Romance
2612,37913,Mildred Pierce,,Crime|Drama
2613,87799,Night of the Comet (1984),6.4,Comedy|Horror|Sci-Fi
2614,90837,Chopping Mall,,Horror|Science Fiction
2615,89652,My Science Project,,Comedy|Family|Fantasy|Science Fiction
